"DIAS" "VIEWS" "INSCRITOS" "CANAL"
"633" 633 104000 0.02697 "inventonahora"
"634" 634 120000 0.02773 "inventonahora"
"635" 635 122000 0.02892 "inventonahora"
"636" 636 128000 0.0244 "inventonahora"
"637" 637 114000 0.02441 "inventonahora"
"638" 638 126000 0.02192 "inventonahora"
"639" 639 112000 0.03917 "inventonahora"
"640" 640 112000 0.04462 "inventonahora"
"641" 641 180000 0.04978 "inventonahora"
"642" 642 266000 0.04463 "inventonahora"
"643" 643 244000 0.03502 "inventonahora"
"644" 644 261000 0.03629 "inventonahora"
"645" 645 200000 0.03789 "inventonahora"
"646" 646 189000 0.04469 "inventonahora"
"647" 647 200000 0.03502 "inventonahora"
"648" 648 215000 0.03351 "inventonahora"
"649" 649 166000 0.03047 "inventonahora"
"650" 650 155000 0.02719 "inventonahora"
"651" 651 146000 0.02592 "inventonahora"
"652" 652 133000 0.02437 "inventonahora"
"653" 653 132000 0.03253 "inventonahora"
"654" 654 132000 0.0383 "inventonahora"
"655" 655 238000 0.04181 "inventonahora"
"656" 656 305000 0.03213 "inventonahora"
"657" 657 230000 0.03054 "inventonahora"
"658" 658 161000 0.03691 "inventonahora"
"659" 659 149000 0.03453 "inventonahora"
"660" 660 162000 0.03681 "inventonahora"
"661" 661 165000 0.05981 "inventonahora"
"662" 662 191000 0.0555 "inventonahora"
"663" 663 359000 0.03682 "inventonahora"
"664" 664 228000 0.02738 "inventonahora"
"665" 665 156000 0.02756 "inventonahora"
"666" 666 137000 0.02643 "inventonahora"
"667" 667 143000 0.02907 "inventonahora"
"668" 668 128000 0.03507 "inventonahora"
"669" 669 124000 0.03753 "inventonahora"
"670" 670 135000 0.0336 "inventonahora"
"671" 671 142000 0.03099 "inventonahora"
"672" 672 139000 0.03024 "inventonahora"
"673" 673 136000 0.03071 "inventonahora"
"674" 674 141000 0.0384 "inventonahora"
"675" 675 142000 0.06976 "inventonahora"
"676" 676 241000 0.04301 "inventonahora"
"677" 677 476000 0.0321 "inventonahora"
"678" 678 216000 0.03247 "inventonahora"
"679" 679 166000 0.03548 "inventonahora"
"680" 680 155000 0.04078 "inventonahora"
"681" 681 164000 0.03679 "inventonahora"
"682" 682 162000 0.0342 "inventonahora"
"683" 683 148000 0.03181 "inventonahora"
"684" 684 150000 0.03205 "inventonahora"
"685" 685 144000 0.02972 "inventonahora"
"686" 686 137000 0.02799 "inventonahora"
"687" 687 136000 0.02527 "inventonahora"
"688" 688 122000 0.02594 "inventonahora"
"689" 689 115000 0.03016 "inventonahora"
"690" 690 134000 0.03985 "inventonahora"
"691" 691 145000 0.03585 "inventonahora"
"692" 692 142000 0.03223 "inventonahora"
"693" 693 135000 0.03199 "inventonahora"
"694" 694 138000 0.0302 "inventonahora"
"695" 695 126000 0.02915 "inventonahora"
"696" 696 122000 0.03587 "inventonahora"
"697" 697 139000 0.03342 "inventonahora"
"698" 698 134000 0.04253 "inventonahora"
"699" 699 248000 0.06037 "inventonahora"
"700" 700 329000 0.04449 "inventonahora"
"701" 701 210000 0.03771 "inventonahora"
"702" 702 157000 0.03443 "inventonahora"
"703" 703 150000 0.03871 "inventonahora"
"704" 704 161000 0.0487 "inventonahora"
"705" 705 313000 0.04341 "inventonahora"
"706" 706 330000 0.0382 "inventonahora"
"707" 707 211000 0.03839 "inventonahora"
"708" 708 191000 0.03816 "inventonahora"
"709" 709 174000 0.04391 "inventonahora"
"710" 710 183000 0.05674 "inventonahora"
"711" 711 351000 0.05772 "inventonahora"
"712" 712 368000 0.03006 "inventonahora"
"713" 713 182000 0.03129 "inventonahora"
"714" 714 170000 0.0373 "inventonahora"
"715" 715 195000 0.03796 "inventonahora"
"716" 716 189000 0.03799 "inventonahora"
"717" 717 183000 0.0496 "inventonahora"
"718" 718 369000 0.07048 "inventonahora"
"719" 719 564000 0.05184 "inventonahora"
"720" 720 276000 0.04763 "inventonahora"
"721" 721 240000 0.04157 "inventonahora"
"722" 722 202000 0.03681 "inventonahora"
"723" 723 178000 0.04198 "inventonahora"
"724" 724 182000 0.05045 "inventonahora"
"725" 725 210000 0.04422 "inventonahora"
"726" 726 203000 0.0287 "inventonahora"
"727" 727 357000 0.05509 "inventonahora"
"728" 728 430000 0.05121 "inventonahora"
"729" 729 258000 0.04003 "inventonahora"
"730" 730 197000 0.05762 "inventonahora"
"731" 731 190000 0.0675 "inventonahora"
"732" 732 247000 0.06682 "inventonahora"
"733" 733 416000 0.07982 "inventonahora"
"734" 734 548000 0.06334 "inventonahora"
"735" 735 315000 0.04769 "inventonahora"
"736" 736 226000 0.0481 "inventonahora"
"737" 737 201000 0.05066 "inventonahora"
"738" 738 202000 0.05304 "inventonahora"
"739" 739 228000 0.05664 "inventonahora"
"740" 740 229000 0.05241 "inventonahora"
"741" 741 211000 0.04911 "inventonahora"
"742" 742 207000 0.04682 "inventonahora"
"743" 743 198000 0.03838 "inventonahora"
"744" 744 171000 0.04215 "inventonahora"
"745" 745 162000 0.04682 "inventonahora"
"746" 746 183000 0.05251 "inventonahora"
"747" 747 403000 0.06295 "inventonahora"
"748" 748 448000 0.04489 "inventonahora"
"749" 749 221000 0.04271 "inventonahora"
"750" 750 202000 0.04107 "inventonahora"
"751" 751 187000 0.04009 "inventonahora"
"752" 752 175000 0.04103 "inventonahora"
"753" 753 169000 0.0422 "inventonahora"
"754" 754 171000 0.10142 "inventonahora"
"755" 755 697000 0.05387 "inventonahora"
"756" 756 296000 0.05124 "inventonahora"
"757" 757 214000 0.04782 "inventonahora"
"758" 758 184000 0.04231 "inventonahora"
"759" 759 164000 0.04618 "inventonahora"
"760" 760 173000 0.05401 "inventonahora"
"761" 761 187000 0.06613 "inventonahora"
"762" 762 207000 0.05589 "inventonahora"
"763" 763 183000 0.0669 "inventonahora"
"764" 764 209000 0.06461 "inventonahora"
"765" 765 204000 0.04867 "inventonahora"
"766" 766 162000 0.14611 "inventonahora"
"767" 767 592000 0.06684 "inventonahora"
"768" 768 331000 0.0602 "inventonahora"
"769" 769 493000 0.0642 "inventonahora"
"770" 770 506000 0.04594 "inventonahora"
"771" 771 236000 0.04754 "inventonahora"
"772" 772 209000 0.0426 "inventonahora"
"773" 773 182000 0.04901 "inventonahora"
"774" 774 183000 0.051 "inventonahora"
"775" 775 179000 0.04987 "inventonahora"
"776" 776 182000 0.04599 "inventonahora"
"777" 777 167000 0.04516 "inventonahora"
"778" 778 174000 0.04884 "inventonahora"
"779" 779 188000 0.04591 "inventonahora"
"780" 780 166000 0.04317 "inventonahora"
"781" 781 157000 0.0407 "inventonahora"
"782" 782 152000 0.03375 "inventonahora"
"783" 783 137000 0.03996 "inventonahora"
"784" 784 273000 0.05502 "inventonahora"
"785" 785 434000 0.0505 "inventonahora"
"786" 786 262000 0.04574 "inventonahora"
"787" 787 190000 0.03701 "inventonahora"
"788" 788 158000 0.03696 "inventonahora"
"789" 789 150000 0.03585 "inventonahora"
"790" 790 145000 0.03671 "inventonahora"
"791" 791 143000 0.04866 "inventonahora"
"792" 792 164000 0.05166 "inventonahora"
"793" 793 178000 0.04952 "inventonahora"
"794" 794 163000 0.04645 "inventonahora"
"795" 795 154000 0.04816 "inventonahora"
"796" 796 150000 0.04439 "inventonahora"
"797" 797 144000 0.04132 "inventonahora"
"798" 798 140000 0.05214 "inventonahora"
"799" 799 398000 0.09328 "inventonahora"
"800" 800 579000 0.07457 "inventonahora"
"801" 801 303000 0.05536 "inventonahora"
"802" 802 231000 0.04523 "inventonahora"
"803" 803 178000 0.04237 "inventonahora"
"804" 804 175000 0.04789 "inventonahora"
"805" 805 190000 0.04321 "inventonahora"
"806" 806 172000 0.04275 "inventonahora"
"807" 807 166000 0.04634 "inventonahora"
"808" 808 157000 0.04455 "inventonahora"
"809" 809 157000 0.04518 "inventonahora"
"810" 810 145000 0.04248 "inventonahora"
"811" 811 133000 0.0383 "inventonahora"
"812" 812 135000 0.03979 "inventonahora"
"813" 813 142000 0.04311 "inventonahora"
"814" 814 154000 0.04217 "inventonahora"
"815" 815 145000 0.0417 "inventonahora"
"816" 816 131000 0.03933 "inventonahora"
"817" 817 128000 0.03896 "inventonahora"
"818" 818 131000 0.03934 "inventonahora"
"819" 819 131000 0.03738 "inventonahora"
"820" 820 130000 0.03969 "inventonahora"
"821" 821 141000 0.04226 "inventonahora"
"822" 822 142000 0.04904 "inventonahora"
"823" 823 166000 0.04513 "inventonahora"
"824" 824 146000 0.04182 "inventonahora"
"825" 825 132000 0.03696 "inventonahora"
"826" 826 118000 0.03716 "inventonahora"
"827" 827 123000 0.0376 "inventonahora"
"828" 828 126000 0.03562 "inventonahora"
"829" 829 121000 0.04013 "inventonahora"
"830" 830 120000 0.03792 "inventonahora"
"831" 831 120000 0.03534 "inventonahora"
"832" 832 114000 0.03873 "inventonahora"
"833" 833 125000 0.0388 "inventonahora"
"834" 834 131000 0.03605 "inventonahora"
"835" 835 128000 0.0405 "inventonahora"
"836" 836 123000 0.0401 "inventonahora"
"837" 837 119000 0.03805 "inventonahora"
"838" 838 118000 0.03451 "inventonahora"
"839" 839 107000 0.04389 "inventonahora"
"840" 840 115000 0.04342 "inventonahora"
"841" 841 119000 0.03993 "inventonahora"
"842" 842 126000 0.03592 "inventonahora"
"843" 843 116000 0.03511 "inventonahora"
"844" 844 117000 0.03685 "inventonahora"
"845" 845 111000 0.0326 "inventonahora"
"846" 846 98000 0.03308 "inventonahora"
"847" 847 102000 0.03438 "inventonahora"
"848" 848 112000 0.03685 "inventonahora"
"849" 849 116000 0.04182 "inventonahora"
"850" 850 115000 0.03785 "inventonahora"
"1545" 1 5674 0.00315 "vocesabia"
"1546" 2 3255 0.00331 "vocesabia"
"1547" 3 613 0.00042 "vocesabia"
"1548" 4 580 0.00021 "vocesabia"
"1549" 5 379 7e-05 "vocesabia"
"1550" 6 303 6e-05 "vocesabia"
"1551" 7 256 0.00016 "vocesabia"
"1552" 8 273 5e-05 "vocesabia"
"1553" 9 648 0.00012 "vocesabia"
"1554" 10 265 4e-05 "vocesabia"
"1555" 11 89 4e-05 "vocesabia"
"1556" 12 280 2e-05 "vocesabia"
"1557" 13 176 5e-05 "vocesabia"
"1558" 14 92 1e-05 "vocesabia"
"1559" 15 2947 0.00085 "vocesabia"
"1560" 16 1563 0.00055 "vocesabia"
"1561" 17 1824 8e-04 "vocesabia"
"1562" 18 24095 0.00526 "vocesabia"
"1563" 19 124583 0.01158 "vocesabia"
"1564" 20 57396 0.00503 "vocesabia"
"1565" 21 22833 0.00231 "vocesabia"
"1566" 22 32662 0.00333 "vocesabia"
"1567" 23 34192 0.00249 "vocesabia"
"1568" 24 22694 0.00217 "vocesabia"
"1569" 25 10182 0.00175 "vocesabia"
"1570" 26 5945 0.00082 "vocesabia"
"1571" 27 16213 0.00402 "vocesabia"
"1572" 28 16533 0.00436 "vocesabia"
"1573" 29 15608 0.00437 "vocesabia"
"1574" 30 16105 0.00402 "vocesabia"
"1575" 31 5415 0.0011 "vocesabia"
"1576" 32 2739 0.00065 "vocesabia"
"1577" 33 4519 0.00076 "vocesabia"
"1578" 34 3505 0.00056 "vocesabia"
"1579" 35 1230 0.00033 "vocesabia"
"1580" 36 7240 0.00286 "vocesabia"
"1581" 37 7751 0.00252 "vocesabia"
"1582" 38 4255 9e-04 "vocesabia"
"1583" 39 6211 0.00161 "vocesabia"
"1584" 40 3840 0.00146 "vocesabia"
"1585" 41 5519 0.00149 "vocesabia"
"1586" 42 2649 0.00094 "vocesabia"
"1587" 43 5605 0.00109 "vocesabia"
"1588" 44 4401 0.00121 "vocesabia"
"1589" 45 5410 0.00157 "vocesabia"
"1590" 46 7084 0.00385 "vocesabia"
"1591" 47 18894 0.00871 "vocesabia"
"1592" 48 10585 0.00572 "vocesabia"
"1593" 49 6974 0.00395 "vocesabia"
"1594" 50 21345 0.00979 "vocesabia"
"1595" 51 15890 0.00666 "vocesabia"
"1596" 52 14401 0.00596 "vocesabia"
"1597" 53 16990 0.00598 "vocesabia"
"1598" 54 15572 0.00608 "vocesabia"
"1599" 55 7969 0.00252 "vocesabia"
"1600" 56 6343 0.00318 "vocesabia"
"1601" 57 11840 0.0044 "vocesabia"
"1602" 58 8921 0.00418 "vocesabia"
"1603" 59 5671 0.0034 "vocesabia"
"1604" 60 20006 0.01134 "vocesabia"
"1605" 61 17687 0.00914 "vocesabia"
"1606" 62 12080 0.00646 "vocesabia"
"1607" 63 8241 0.005 "vocesabia"
"1608" 64 13086 0.00521 "vocesabia"
"1609" 65 9730 0.00366 "vocesabia"
"1610" 66 7254 0.00296 "vocesabia"
"1611" 67 18051 0.00766 "vocesabia"
"1612" 68 18275 0.00805 "vocesabia"
"1613" 69 9263 0.00496 "vocesabia"
"1614" 70 9178 0.00336 "vocesabia"
"1615" 71 9627 0.00289 "vocesabia"
"1616" 72 5702 0.00247 "vocesabia"
"1617" 73 5997 0.0032 "vocesabia"
"1618" 74 30317 0.01107 "vocesabia"
"1619" 75 39979 0.0134 "vocesabia"
"1620" 76 19028 0.00842 "vocesabia"
"1621" 77 25355 0.00999 "vocesabia"
"1622" 78 33807 0.01281 "vocesabia"
"1623" 79 10349 0.0053 "vocesabia"
"1624" 80 13584 0.00597 "vocesabia"
"1625" 81 19689 0.00536 "vocesabia"
"1626" 82 18232 0.00592 "vocesabia"
"1627" 83 15650 0.00479 "vocesabia"
"1628" 84 11421 0.00428 "vocesabia"
"1629" 85 12323 0.00418 "vocesabia"
"1630" 86 12333 0.00405 "vocesabia"
"1631" 87 7958 0.00332 "vocesabia"
"1632" 88 22233 0.0074 "vocesabia"
"1633" 89 13949 0.00525 "vocesabia"
"1634" 90 16018 0.00545 "vocesabia"
"1635" 91 13095 0.0056 "vocesabia"
"1636" 92 11431 0.00511 "vocesabia"
"1637" 93 8021 0.00432 "vocesabia"
"1638" 94 8061 0.00442 "vocesabia"
"1639" 95 18200 0.00501 "vocesabia"
"1640" 96 11068 0.00387 "vocesabia"
"1641" 97 7206 0.00323 "vocesabia"
"1642" 98 7415 0.00331 "vocesabia"
"1643" 99 9705 0.00497 "vocesabia"
"1644" 100 7652 0.0033 "vocesabia"
"1645" 101 7646 0.00339 "vocesabia"
"1646" 102 15236 0.00667 "vocesabia"
"1647" 103 16344 0.00765 "vocesabia"
"1648" 104 17562 0.00838 "vocesabia"
"1649" 105 13192 0.00607 "vocesabia"
"1650" 106 16870 0.00905 "vocesabia"
"1651" 107 11726 0.0053 "vocesabia"
"1652" 108 8827 0.00399 "vocesabia"
"1653" 109 16934 0.0064 "vocesabia"
"1654" 110 17017 0.00584 "vocesabia"
"1655" 111 12037 0.00461 "vocesabia"
"1656" 112 11475 0.00461 "vocesabia"
"1657" 113 11541 0.00625 "vocesabia"
"1658" 114 8925 0.00453 "vocesabia"
"1659" 115 7571 0.00371 "vocesabia"
"1660" 116 20289 0.00657 "vocesabia"
"1661" 117 27206 0.00802 "vocesabia"
"1662" 118 9863 0.00387 "vocesabia"
"1663" 119 7710 0.00316 "vocesabia"
"1664" 120 6995 0.00259 "vocesabia"
"1665" 121 8674 0.00397 "vocesabia"
"1666" 122 7844 0.0038 "vocesabia"
"1667" 123 16327 0.00537 "vocesabia"
"1668" 124 13336 0.00454 "vocesabia"
"1669" 125 8816 0.00365 "vocesabia"
"1670" 126 8281 0.00365 "vocesabia"
"1671" 127 9763 0.00577 "vocesabia"
"1672" 128 12339 0.00655 "vocesabia"
"1673" 129 10573 0.0053 "vocesabia"
"1674" 130 22115 0.01185 "vocesabia"
"1675" 131 25400 0.0202 "vocesabia"
"1676" 132 26712 0.01637 "vocesabia"
"1677" 133 22067 0.0127 "vocesabia"
"1678" 134 43707 0.01882 "vocesabia"
"1679" 135 32438 0.01581 "vocesabia"
"1680" 136 29538 0.0143 "vocesabia"
"1681" 137 40737 0.01642 "vocesabia"
"1682" 138 26456 0.01243 "vocesabia"
"1683" 139 18232 0.00987 "vocesabia"
"1684" 140 17291 0.00948 "vocesabia"
"1685" 141 20996 0.01249 "vocesabia"
"1686" 142 18267 0.00823 "vocesabia"
"1687" 143 14573 0.00777 "vocesabia"
"1688" 144 22857 0.00857 "vocesabia"
"1689" 145 25556 0.0105 "vocesabia"
"1690" 146 24080 0.00921 "vocesabia"
"1691" 147 23922 0.01084 "vocesabia"
"1692" 148 21894 0.00985 "vocesabia"
"1693" 149 21560 0.00909 "vocesabia"
"1694" 150 23643 0.00893 "vocesabia"
"1695" 151 36535 0.00975 "vocesabia"
"1696" 152 23043 0.00952 "vocesabia"
"1697" 153 15590 0.00732 "vocesabia"
"1698" 154 19590 0.00942 "vocesabia"
"1699" 155 17473 0.00741 "vocesabia"
"1700" 156 13217 0.0063 "vocesabia"
"1701" 157 13420 0.00726 "vocesabia"
"1702" 158 13720 0.00796 "vocesabia"
"1703" 159 29784 0.00766 "vocesabia"
"1704" 160 20121 0.0073 "vocesabia"
"1705" 161 19086 0.0055 "vocesabia"
"1706" 162 14507 0.00714 "vocesabia"
"1707" 163 15188 0.00392 "vocesabia"
"1708" 164 11077 0.0052 "vocesabia"
"1709" 165 11477 0.00642 "vocesabia"
"1710" 166 28169 0.00676 "vocesabia"
"1711" 167 18358 0.00827 "vocesabia"
"1712" 168 17605 0.00953 "vocesabia"
"1713" 169 17911 0.00708 "vocesabia"
"1714" 170 14210 0.00675 "vocesabia"
"1715" 171 13716 0.00732 "vocesabia"
"1716" 172 13816 0.00678 "vocesabia"
"1717" 173 23400 0.00559 "vocesabia"
"1718" 174 17379 0.00584 "vocesabia"
"1719" 175 13322 0.00416 "vocesabia"
"1720" 176 19686 0.00353 "vocesabia"
"1721" 177 8608 0.0051 "vocesabia"
"1722" 178 9472 0.00601 "vocesabia"
"1723" 179 10984 0.00699 "vocesabia"
"1724" 180 16025 0.00695 "vocesabia"
"1725" 181 15730 0.00763 "vocesabia"
"1726" 182 16032 0.00586 "vocesabia"
"1727" 183 13348 0.00551 "vocesabia"
"1728" 184 16732 0.01097 "vocesabia"
"1729" 185 15499 0.00738 "vocesabia"
"1730" 186 23143 0.00821 "vocesabia"
"1731" 187 19416 0.00665 "vocesabia"
"1732" 188 19530 0.00756 "vocesabia"
"1733" 189 19311 0.007 "vocesabia"
"1734" 190 19250 0.00718 "vocesabia"
"1735" 191 16769 0.00688 "vocesabia"
"1736" 192 13884 0.00677 "vocesabia"
"1737" 193 24968 0.00795 "vocesabia"
"1738" 194 21640 0.00671 "vocesabia"
"1739" 195 16185 0.00613 "vocesabia"
"1740" 196 14261 0.00611 "vocesabia"
"1741" 197 12917 0.0067 "vocesabia"
"1742" 198 11763 0.00554 "vocesabia"
"1743" 199 11434 0.00451 "vocesabia"
"1744" 200 20519 0.00664 "vocesabia"
"1745" 201 17247 0.0075 "vocesabia"
"1746" 202 23494 0.00919 "vocesabia"
"1747" 203 17989 0.00698 "vocesabia"
"1748" 204 16954 0.00595 "vocesabia"
"1749" 205 16890 0.00718 "vocesabia"
"1750" 206 16053 0.00802 "vocesabia"
"1751" 207 25464 0.01221 "vocesabia"
"1752" 208 20769 0.01038 "vocesabia"
"1753" 209 22079 0.0104 "vocesabia"
"1754" 210 33665 0.02225 "vocesabia"
"1755" 211 32866 0.01705 "vocesabia"
"1756" 212 25680 0.01339 "vocesabia"
"1757" 213 21332 0.01201 "vocesabia"
"1758" 214 52064 0.03016 "vocesabia"
"1759" 215 35085 0.0235 "vocesabia"
"1760" 216 32783 0.01395 "vocesabia"
"1761" 217 41689 0.02087 "vocesabia"
"1762" 218 58441 0.02743 "vocesabia"
"1763" 219 37008 0.02107 "vocesabia"
"1764" 220 27596 0.01443 "vocesabia"
"1765" 221 52934 0.02294 "vocesabia"
"1766" 222 44864 0.01685 "vocesabia"
"1767" 223 31300 0.01244 "vocesabia"
"1768" 224 46984 0.01857 "vocesabia"
"1769" 225 54118 0.02891 "vocesabia"
"1770" 226 52387 0.01968 "vocesabia"
"1771" 227 41768 0.01591 "vocesabia"
"1772" 228 64715 0.02087 "vocesabia"
"1773" 229 51959 0.02051 "vocesabia"
"1774" 230 45801 0.01808 "vocesabia"
"1775" 231 59052 0.02466 "vocesabia"
"1776" 232 53484 0.02101 "vocesabia"
"1777" 233 35663 0.01583 "vocesabia"
"1778" 234 34646 0.01422 "vocesabia"
"1779" 235 61074 0.01902 "vocesabia"
"1780" 236 43362 0.01594 "vocesabia"
"1781" 237 36311 0.01503 "vocesabia"
"1782" 238 46010 0.01439 "vocesabia"
"1783" 239 41547 0.01309 "vocesabia"
"1784" 240 31648 0.0118 "vocesabia"
"1785" 241 24314 0.01085 "vocesabia"
"1786" 242 36191 0.01049 "vocesabia"
"1787" 243 30962 0.01063 "vocesabia"
"1788" 244 30080 0.01048 "vocesabia"
"1789" 245 39473 0.01107 "vocesabia"
"1790" 246 40940 0.0135 "vocesabia"
"1791" 247 29328 0.00987 "vocesabia"
"1792" 248 25111 0.01 "vocesabia"
"1793" 249 46886 0.01037 "vocesabia"
"1794" 250 42093 0.01254 "vocesabia"
"1795" 251 30530 0.012 "vocesabia"
"1796" 252 51750 0.01465 "vocesabia"
"1797" 253 42638 0.0162 "vocesabia"
"1798" 254 32281 0.01489 "vocesabia"
"1799" 255 22894 0.00885 "vocesabia"
"1800" 256 51981 0.01116 "vocesabia"
"1801" 257 36137 0.01091 "vocesabia"
"1802" 258 38295 0.01192 "vocesabia"
"1803" 259 50486 0.01074 "vocesabia"
"1804" 260 38910 0.00996 "vocesabia"
"1805" 261 29608 0.01006 "vocesabia"
"1806" 262 28362 0.01117 "vocesabia"
"1807" 263 51773 0.01472 "vocesabia"
"1808" 264 42217 0.01213 "vocesabia"
"1809" 265 36215 0.01252 "vocesabia"
"1810" 266 57681 0.01513 "vocesabia"
"1811" 267 53021 0.01529 "vocesabia"
"1812" 268 46433 0.01828 "vocesabia"
"1813" 269 43990 0.01711 "vocesabia"
"1814" 270 63688 0.01293 "vocesabia"
"1815" 271 50514 0.01515 "vocesabia"
"1816" 272 45842 0.01318 "vocesabia"
"1817" 273 71879 0.01443 "vocesabia"
"1818" 274 60590 0.01738 "vocesabia"
"1819" 275 89748 0.02241 "vocesabia"
"1820" 276 78114 0.02002 "vocesabia"
"1821" 277 98484 0.02023 "vocesabia"
"1822" 278 62940 0.01836 "vocesabia"
"1823" 279 53224 0.01438 "vocesabia"
"1824" 280 79179 0.01703 "vocesabia"
"1825" 281 89860 0.02394 "vocesabia"
"1826" 282 98025 0.02436 "vocesabia"
"1827" 283 76508 0.02125 "vocesabia"
"1828" 284 102516 0.01978 "vocesabia"
"1829" 285 70149 0.0175 "vocesabia"
"1830" 286 48367 0.01453 "vocesabia"
"1831" 287 82128 0.01691 "vocesabia"
"1832" 288 80056 0.02146 "vocesabia"
"1833" 289 121063 0.02314 "vocesabia"
"1834" 290 97681 0.03077 "vocesabia"
"1835" 291 130876 0.03092 "vocesabia"
"1836" 292 89773 0.02696 "vocesabia"
"1837" 293 77586 0.02642 "vocesabia"
"1838" 294 103987 0.02682 "vocesabia"
"1839" 295 101940 0.02901 "vocesabia"
"1840" 296 150472 0.02938 "vocesabia"
"1841" 297 97252 0.02861 "vocesabia"
"1842" 298 125385 0.03025 "vocesabia"
"1843" 299 86060 0.02488 "vocesabia"
"1844" 300 74881 0.02308 "vocesabia"
"1845" 301 101757 0.02286 "vocesabia"
"1846" 302 89184 0.02632 "vocesabia"
"1847" 303 125550 0.02592 "vocesabia"
"1848" 304 93404 0.02458 "vocesabia"
"1849" 305 111805 0.01879 "vocesabia"
"1850" 306 76184 0.01886 "vocesabia"
"1851" 307 68165 0.01803 "vocesabia"
"1852" 308 63980 0.01852 "vocesabia"
"1853" 309 103963 0.02348 "vocesabia"
"1854" 310 100581 0.02219 "vocesabia"
"1855" 311 111773 0.02136 "vocesabia"
"1856" 312 134058 0.02109 "vocesabia"
"1857" 313 84782 0.01781 "vocesabia"
"1858" 314 89125 0.01313 "vocesabia"
"1859" 315 90016 0.01707 "vocesabia"
"1860" 316 96113 0.01711 "vocesabia"
"1861" 317 134432 0.02086 "vocesabia"
"1862" 318 80878 0.01878 "vocesabia"
"1863" 319 117815 0.01907 "vocesabia"
"1864" 320 91184 0.01885 "vocesabia"
"1865" 321 77238 0.01955 "vocesabia"
"1866" 322 119044 0.019 "vocesabia"
"1867" 323 86646 0.01649 "vocesabia"
"1868" 324 136075 0.0171 "vocesabia"
"1869" 325 79408 0.01768 "vocesabia"
"1870" 326 130043 0.01751 "vocesabia"
"1871" 327 97922 0.01986 "vocesabia"
"1872" 328 98096 0.01917 "vocesabia"
"1873" 329 114048 0.01783 "vocesabia"
"1874" 330 98024 0.01649 "vocesabia"
"1875" 331 135210 0.01784 "vocesabia"
"1876" 332 86617 0.01824 "vocesabia"
"1877" 333 140519 0.01605 "vocesabia"
"1878" 334 86269 0.01714 "vocesabia"
"1879" 335 83640 0.01713 "vocesabia"
"1880" 336 121264 0.01762 "vocesabia"
"1881" 337 100785 0.01692 "vocesabia"
"1882" 338 135189 0.01703 "vocesabia"
"1883" 339 204526 0.02072 "vocesabia"
"1884" 340 154828 0.01674 "vocesabia"
"1885" 341 124522 0.01714 "vocesabia"
"1886" 342 120377 0.01761 "vocesabia"
"1887" 343 143376 0.01731 "vocesabia"
"1888" 344 99978 0.01989 "vocesabia"
"1889" 345 158253 0.02071 "vocesabia"
"1890" 346 90906 0.01527 "vocesabia"
"1891" 347 163145 0.01774 "vocesabia"
"1892" 348 95460 0.01588 "vocesabia"
"1893" 349 104797 0.016 "vocesabia"
"1894" 350 149965 0.01777 "vocesabia"
"1895" 351 107994 0.01615 "vocesabia"
"1896" 352 81220 0.01517 "vocesabia"
"1897" 353 141863 0.01595 "vocesabia"
"1898" 354 140416 0.01473 "vocesabia"
"1899" 355 83747 0.01179 "vocesabia"
"1900" 356 77485 0.01217 "vocesabia"
"1901" 357 127871 0.01537 "vocesabia"
"1902" 358 102296 0.01735 "vocesabia"
"1903" 359 145846 0.01384 "vocesabia"
"1904" 360 82343 0.01262 "vocesabia"
"1905" 361 145604 0.016 "vocesabia"
"1906" 362 100297 0.016 "vocesabia"
"1907" 363 84919 0.01511 "vocesabia"
"1908" 364 113645 0.01444 "vocesabia"
"1909" 365 99210 0.01603 "vocesabia"
"1910" 366 166006 0.01701 "vocesabia"
"1911" 367 94549 0.01504 "vocesabia"
"1912" 368 123690 0.02329 "vocesabia"
"1913" 369 105797 0.0211 "vocesabia"
"1914" 370 93635 0.01983 "vocesabia"
"1915" 371 119368 0.01915 "vocesabia"
"1916" 372 116430 0.01716 "vocesabia"
"1917" 373 146270 0.01637 "vocesabia"
"1918" 374 95676 0.0159 "vocesabia"
"1919" 375 159964 0.01806 "vocesabia"
"1920" 376 120835 0.01964 "vocesabia"
"1921" 377 114933 0.01626 "vocesabia"
"1922" 378 128162 0.01951 "vocesabia"
"1923" 379 123912 0.01783 "vocesabia"
"1924" 380 176624 0.02036 "vocesabia"
"1925" 381 126256 0.02128 "vocesabia"
"1926" 382 181412 0.01935 "vocesabia"
"1927" 383 115505 0.01978 "vocesabia"
"1928" 384 107630 0.01903 "vocesabia"
"1929" 385 150614 0.01915 "vocesabia"
"1930" 386 119647 0.01879 "vocesabia"
"1931" 387 165775 0.01896 "vocesabia"
"1932" 388 107688 0.01753 "vocesabia"
"1933" 389 175904 0.01661 "vocesabia"
"1934" 390 116512 0.01831 "vocesabia"
"1935" 391 107922 0.0176 "vocesabia"
"1936" 392 100743 0.01817 "vocesabia"
"1937" 393 107450 0.0215 "vocesabia"
"1938" 394 132626 0.02767 "vocesabia"
"1939" 395 127149 0.02648 "vocesabia"
"1940" 396 122832 0.06346 "vocesabia"
"1941" 397 107537 0.03366 "vocesabia"
"1942" 398 114215 0.02272 "vocesabia"
"1943" 399 103938 0.02209 "vocesabia"
